Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
44734,2,800,5 out of 6,Super Area,"Kelambakkam, Old Mahabalipuram Road",India-! Chennai,Semi-Furnished,"Bachelors/Famil,y.",,Contact Owner,10677
,3,1625,8 out of 11,Super Area,Old Mahabalipuram Road,,Furnished,,3,Contact Agent,50000
44729,3,1535,1 out of 2,Super Area,Karapakkam,|-9 Chennai,,,3,Contact Agent,32500
44695,2,,1 out of 2,Carpet Area,Choolaimedu,India-% Chennai,Furnished,"B,achelors/Fami$ly",2,Contact Owner,23000
44740,4,3800,3 out of 10,,"Financial District, Nanakram Guda",India-! Hyderabad,Semi-Furnished,Bachelors}/Family;,4,Contact Agent,75000
44742,4.0 room,4500,Ground out of 2,Carpet Area,,;-9 Hyderabad,Semi-Furnished,Fa@mil(y,4,Contact Agent,250000
44701,2,1100,1 out of 3,Super Area,Meerpet,_-9 Hyderabad,Unfurnished,"Bachelors/Fam^,ily",2,Contact Owner,10000
44752,3,3200,1 out of 5,Carpet Area,"Himayath Nagar, NH 7",India-[ Hyderabad,,,3,Contact Agent,60000
44693,2,647,2 out of 3,Super Area,Moti Nagar,India-@ Hyderabad,Unfurnished,Bachel^o[rs/Family,,Contact Owner,12000
44733,3,,7 out of 14,Super Area,Kondapur,,Semi-Furnished,Ba@chelors/Famil+y,3,Contact Agent,48000
44748,,1700,11 out of 17,,,,Furnished,Bachelors/F(amil'y,3,,58000
44693,2,930,5 out of 5,Super Area,Langar Houz,India-% Hyderabad,,*B?achelors/Family,2,Contact Owner,14000
44711,1,150,Ground out of 2,Super Area,Musheerabad,India-( Hyderabad,Unfurnished,"B,ache/lors/Family",1,Contact Owner,7000
44681,2,1200,3 out of 4,Super Area,,;-9 Hyderabad,,"""Bachel.ors/Family",2,Contact Owner,13000
44723,2,1250,,Super Area,poush,>-9 Hyderabad,Unfurnished,Bachelo^rs/Famil+y,2,Contact Owner,11000
,2,900,3 out of 4,Super Area,Chilakalguda,,Semi-Furnished,Ba[chel@ors/Family,2,Contact Owner,9500
44695,1,500,,,Hyderguda,(-9 Hyderabad,Semi-Furnished,,1,Contact Agent,7500
44748,2,900,Ground out of 2,Carpet Area,Karmanghat,\-9 Hyderabad,Semi-Furnished,Bache;lo?rs,,Contact Owner,14000
44695,2,,,,Hyderguda,India-< Hyderabad,Furnished,F$amily],2,Contact Agent,16000
44695,3,,4 out of 5,Super Area,Hyderguda,"India-"" Hyderabad",Semi-Furnished,Bache|lors/)Family,,Contact Agent,18000
44722,1,,1 out of 3,Super Area,Langar Houz,;-9 Hyderabad,Unfurnished,Bac%hel\ors/Family,1,Contact Owner,8200
44736,3,1300,1 out of 4,Carpet Area,"Ghatkesar, NH 2 2",'-9 Hyderabad,Furnished,=+Bac/helors/Family,3,Contact Owner,12000
,1,300,10 out of 31,Super Area,Attapur,India-$ Hyderabad,Furnished,"Bachelor+s/Fa,mily",1,Contact Owner,10000
44697,2,800,,Super Area,Jagadgiri Gutta,,Semi-Furnished,B*achelor$s/Family,,Contact Owner,13000
44698,3,,1 out of 6,Carpet Area,Aruna Colony,India-- Hyderabad,Semi-Furnished,Bachelo:rs)/Family,2,Contact Owner,22000
,1,500,Ground out of 4,,Kothapet,India-= Hyderabad,,"\Bach""elors/Family",1,Contact Owner,10500
44693,2,750,3 out of 5,,Fathenagar,,Unfurnished,]Bachelors/Fa&mily,2,Contact Owner,11000
44693,3,1200,2 out of 4,Super Area,"Abids, NH 7",,Semi-Furnished,Bac)helors/Fam;ily,3,Contact Owner,20000
44715,3,1350,3 out of 4,Carpet Area,"Gayatri Hills, Jubilee Hills",:-9 Hyderabad,Semi-Furnished,,2,Contact Owner,14000
44687,2,1400,Ground out of 4,Super Area,Nizampet,,Unfurnished,B)achelors/Family&,2,,12500
44734,,450,3 out of 5,Super Area,Madhapur,|-9 Hyderabad,Unfurnished,Bache/lors/]Family,1,Contact Owner,10500
44734,,2061,1 out of 6,Super Area,Puppalaguda,_-9 Hyderabad,Furnished,Ba+ch<elors/Family,,Contact Owner,30000
44739,2,,2 out of 3,Super Area,Mehdipatnam,India-- Hyderabad,Furnished,/F!amily,2,Contact Owner,11000
44738,2,1100,2 out of 2,Super Area,,India-- Hyderabad,Semi-Furnished,$Bachelors/_Family,2,Contact Owner,9000
44709,,1650,5 out of 5,Carpet Area,Kondapur,India-} Hyderabad,Semi-Furnished,;F\amily,3,,35000
44747,3,1500,1 out of 1,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",%-9 Hyderabad,Semi-Furnished,Bachelors/Fa!@mily,3,Contact Owner,23382
,2,1140,3 out of 4,Super Area,Nizampet,:-9 Hyderabad,Semi-Furnished,,2,Contact Owner,9500
44687,2,,Ground out of 1,,"Boduppal, NH 2 2",#-9 Hyderabad,Unfurnished,=+Bachelor=s,2,Contact Owner,9000
44687,3,1700,7 out of 17,Super Area,Gachibowli,",-9 Hyderabad",Semi-Furnished,Bachelors/Fa@m!ily,,Contact Owner,60000
,2,1200,2 out of 4,Super Area,Bandlaguda Jagir,India-] Hyderabad,Unfurnished,Bach:elors/F}amily,2,Contact Owner,11000
44734,2.0 room,850,1 out of 3,,Mehdipatnam,India-< Hyderabad,Unfurnished,Bachelo-rs/Fam'ily,2,Contact Owner,11000
44734,,900,2 out of 3,Super Area,Musheerabad,India-. Hyderabad,Unfurnished,?Bachelors/Fam)ily,2,Contact Owner,11000
44693,2,,Ground out of 2,Super Area,,India-- Hyderabad,Semi-Furnished,,2,Contact Owner,8000
44729,2,1000,1 out of 2,Super Area,Hydershakote,%-9 Hyderabad,,Bachelor_+s,,Contact Owner,9000
44731,2,1020,3 out of 4,,Hydershakote,.-9 Hyderabad,Semi-Furnished,Bachel\ors/Famil'y,2,Contact Owner,8000
44706,,300,Ground out of 3,Super Area,Ameenpur,%-9 Hyderabad,,Bach]elor|s/Family,1,,5500
44722,2,1800,Ground out of 2,Super Area,,India-= Hyderabad,Semi-Furnished,Bachelor{s/Fami*ly,,Contact Owner,12000
44745,3,919,8 out of 13,Carpet Area,"Rajendra Nagar, Outer Ring Road",India-? Hyderabad,Semi-Furnished,Bach>el_ors/Family,2,Contact Owner,25000
44712,,,5 out of 6,,"Sanath Nagar, NH 9",India-+ Hyderabad,,"Bachelors/""@Family",3,Contact Owner,23000
44728,2,1050,,Super Area,,@-9 Hyderabad,Semi-Furnished,Bachelors)/)Family,2,Contact Owner,12000
44691,2,200,Ground out of 1,,Dammaiguda,India-. Hyderabad,Unfurnished,Bach$elors=,,Contact Owner,6500
44737,1,450,1 out of 4,,Moti Nagar,+-9 Hyderabad,Unfurnished,Bachel&ors/'Family,1,Contact Owner,9000
44681,4,1000,15 out of 20,Super Area,,India-% Hyderabad,,Bach_elors/Family(,3,Contact Owner,25000
44743,3,,2 out of 5,Carpet Area,Kompally,India-< Hyderabad,Semi-Furnished,Bac:hel\ors,2,Contact Owner,12500
44748,3,1900,9 out of 15,Carpet Area,"Financial District, Nanakram Guda",,Unfurnished,"Bach/e,lors",3,Contact Agent,45000
,2,1500,,Super Area,"Banjara Hills, NH 9",India-& Hyderabad,,B{achelor?s/Family,2,Contact Owner,27000
44748,,,14 out of 17,Carpet Area,"Vittal Rao Nagar, Hitech City",_-9 Hyderabad,,Fam+il.y,3,Contact Agent,75000
44699,,,1 out of 1,Super Area,"Basheer Bagh, Hyderabad,",@-9 Hyderabad,Furnished,Bachelor^%s/Family,2,Contact Owner,9000
44721,2,700,3 out of 3,Carpet Area,,^-9 Hyderabad,Unfurnished,B>achelo=rs/Family,2,Contact Owner,12000
44748,3,1700,4 out of 5,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",India-\ Hyderabad,,,,Contact Agent,24000
44687,,,2 out of 3,Super Area,"Rasoolpura, Mahatma Gandhi Road",,Unfurnished,)Bachel>ors,2,Contact Owner,15000
44717,,1600,3 out of 5,,"Miyapur, NH 9",&-9 Hyderabad,Semi-Furnished,Bachel+ors]/Family,3,Contact Owner,24000
44737,2,745,8 out of 9,Super Area,Sainikpuri,=-9 Hyderabad,Unfurnished,Bache&lors/Fami}ly,2,Contact Owner,12000
,,2210.0Square Feet,4 out of 5,Super Area,"Nallagandla, Serilingampally",,Semi-Furnished,F>ami-ly,3,Contact Owner,27000
,3,1450,9 out of 13,Carpet Area,"Chandanagar, NH 9",India-. Hyderabad,Semi-Furnished,"Bac)helors/,Family",3,Contact Owner,30000
44710,3,1400,3 out of 4,,Narayanaguda,>-9 Hyderabad,Semi-Furnished,Famil}#y,3,Contact Owner,20000
44680,3,2000,Upper Basement out of 3,,A 307 Blossom Heights,India-$ Hyderabad,Furnished,B[achelor=s,3,Contact Owner,22000
44722,4,1815,2 out of 5,Super Area,Old Bowenpally,India-| Hyderabad,Semi-Furnished,Ba.c_helors/Family,3,Contact Owner,25000
44681,2,1000,Upper Basement out of 3,Super Area,"Banjara Hills, NH 9",(-9 Hyderabad,Semi-Furnished,Bachelor\)s/Family,1,Contact Owner,23000
44705,2,1000,3 out of 3,Super Area,,=-9 Hyderabad,Unfurnished,Bac&helors/F&amily,2,Contact Owner,12000
44693,2,,,Super Area,Chanda Nagar,India-; Hyderabad,Unfurnished,Bac(helors/|Family,3,Contact Owner,18000
,3,2430,,Super Area,Gachibowli,!-9 Hyderabad,Semi-Furnished,Bach=)elors,3,,55000
44701,1.0 room,140,2 out of 3,Super Area,Malkajgiri,?-9 Hyderabad,Unfurnished,B-achelor]s/Family,1,Contact Owner,5000
,2,1200,2 out of 5,Super Area,,India-> Hyderabad,Semi-Furnished,@Bach}elors/Family,2,Contact Owner,13000
44701,2,1100,2 out of 4,Super Area,"Boduppal, NH 2 2",India-= Hyderabad,Unfurnished,Bachel&ors/F@amily,3,Contact Owner,9000
44716,,800,1 out of 3,Carpet Area,"Buddha Nagar Colony, Boduppal",India-= Hyderabad,Unfurnished,B*ache_lors,2,Contact Owner,7000
44714,3,1500,,Super Area,"Banjara Hills, NH 9",'-9 Hyderabad,Semi-Furnished,,3,Contact Owner,28000
44726,2,1200,2 out of 5,,Amberpet,India-| Hyderabad,,Bachelors/Family]=,2,Contact Owner,15000
44740,3,1350,,Super Area,KTR Colony,!-9 Hyderabad,Semi-Furnished,Bachelo|rs/F+amily,3,,14000
44704,5,2300,3 out of 5,Carpet Area,Narayanguda,(-9 Hyderabad,Unfurnished,Bac?he-lors,3,Contact Owner,45000
44734,1,1300,2 out of 4,,Alwal,]-9 Hyderabad,,Ba&chelors/Fa%mily,2,Contact Owner,12000
,2.0 room,1000,3 out of 4,Super Area,"Upparpally, Hyderabad Expressway",India-? Hyderabad,Semi-Furnished,Bachelors/Fami\ly\,2,,12500
44716,2,1210,4 out of 5,Super Area,Nizampet,India-* Hyderabad,Unfurnished,Bachelors/Fami[l>y,2,,13000
44697,2,,2 out of 3,Super Area,"Bollaram, Outer Ring Road",India-% Hyderabad,Unfurnished,Bachelors(@/Family,2,,9500
44752,3.0 room,1600,8 out of 10,Carpet Area,"Nallagandla, Serilingampally",India-[ Hyderabad,Semi-Furnished,Fam*i^ly,3,Contact Agent,35000
44681,1,300,3 out of 3,Super Area,in Syed Ali Guda,^-9 Hyderabad,Unfurnished,Bach&elors/F]amily,1,,4000
44693,,300,4 out of 4,,,India-^ Hyderabad,Semi-Furnished,"Bachelors%/Fa,mily",1,Contact Owner,8000
44750,2,1010,5 out of 5,Carpet Area,ECIL,India-= Hyderabad,Unfurnished,,2,Contact Owner,12500
44750,3,1850,5 out of 5,Carpet Area,"Patrika Nagar, Hitech City",}-9 Hyderabad,Furnished,Bachelor{s%,3,Contact Owner,65000
44736,2,1300,Ground out of 3,Carpet Area,"Ramanthapur, NH 2 2",]-9 Hyderabad,Semi-Furnished,",Bachelor>s",2,Contact Owner,13000
44735,2,1100,3 out of 3,,Chanda Nagar,India-{ Hyderabad,,Bac\helor}s,2,Contact Owner,12500
44752,,2200,3 out of 5,Carpet Area,"Himayath Nagar, NH 7",,Semi-Furnished,,3,,45000
44729,1,500,5 out of 5,Built Area,Seri Lingampally,"India-"" Hyderabad",Unfurnished,?Bachelors*/Family,1,Contact Owner,6000
44748,3,2290,4 out of 24,Super Area,"Nallagandla, Serilingampally",--9 Hyderabad,Semi-Furnished,"Ba)che""lors",3,Contact Agent,50000
44752,,1900,,Carpet Area,"Himayath Nagar, NH 7",India-' Hyderabad,Semi-Furnished,Bache%lor?s/Family,3,,40000
44752,,1600,2 out of 5,Carpet Area,"Himayath Nagar, NH 7",{-9 Hyderabad,,,3,Contact Agent,30000
,2,800,2 out of 3,Super Area,Chandrayanguttabalguda,"""-9 Hyderabad",Unfurnished,Bachelors]/:Family,1,,7000
,3,,2 out of 5,Super Area,"Sanath Nagar, NH 9",,Furnished,B}achelors/Famil*y,3,Contact Owner,25000
,1,500,1 out of 5,Super Area,"Miyapur, NH 9",India-; Hyderabad,Unfurnished,Bachelors_/F]amily,1,Contact Owner,9000
44697,3,1500,2 out of 3,Carpet Area,"Pragathi Nagar, Kukatpally",India-: Hyderabad,Furnished,Fami)l|y,3,Contact Owner,16000
,1,,1 out of 3,,"Banjara Hills, NH 9",India-/ Hyderabad,Semi-Furnished,B?achel.ors/Family,1,Contact Owner,10500
44748,4,3300,Ground out of 14,Carpet Area,"Vittal Rao Nagar, Hitech City",<-9 Hyderabad,Semi-Furnished,$Famil:y,4,Contact Agent,100000
44738,2,1200,,Super Area,,India-( Hyderabad,,Bachelo>rs/'Family,,Contact Owner,9000
44726,2,800,2 out of 3,Super Area,Ram nagar,,Semi-Furnished,Bach<elors/Fami%ly,2,,11000
44687,3,,1 out of 3,Super Area,,India-/ Hyderabad,Semi-Furnished,B;ach$elors/Family,4,,24000
44687,,,,,"Nallagandla, Serilingampally",)-9 Hyderabad,Unfurnished,Bachelors/Fam=ily;,1,,12000
44744,2,,1 out of 2,,,India-+ Hyderabad,Unfurnished,(Famil^y,3,Contact Owner,20000
44745,2,1200,1 out of 3,,Dr A.S. Rao Nagar,"""-9 Hyderabad",,Bachelors/+Fa.mily,2,Contact Owner,24000
44747,2,1100,2 out of 2,,"Balapur X road,Triveni nagar",,Semi-Furnished,"Bachelo@rs/Famil,y",2,Contact Owner,12000
44752,3,,2 out of 6,Carpet Area,Alwal,India-[ Hyderabad,Semi-Furnished,F{amily',3,Contact Owner,12000
44737,2,1100,Ground out of 2,Carpet Area,Gajularamaram,India-{ Hyderabad,Unfurnished,"Bache,lors/Fa)mily",2,Contact Owner,10000
44750,2,1600,1 out of 6,Super Area,Kattedan Rd,,Furnished,Ba=chelors/Fa(mily,2,Contact Owner,45000
44728,2,1000,2 out of 2,,Gachibowli,India-; Hyderabad,Semi-Furnished,,2,Contact Owner,22000
44687,1,455,2 out of 3,,Bandlaguda Jagir,'-9 Hyderabad,Unfurnished,"Ba,chelors/Famil,y",1,Contact Owner,6500
,3,1473,23 out of 23,Super Area,"Kukatpally, NH 9",India-] Hyderabad,Furnished,,2,Contact Owner,40000
44744,5,4050.0Square Feet,Ground out of 5,Super Area,"Bandlaguda Jagir,, Hyderabad",:-9 Hyderabad,Unfurnished,Bach&el/ors/Family,4,Contact Owner,300000
44737,1,400,Ground out of 1,Super Area,,India-: Hyderabad,Unfurnished,Ba#c(helors/Family,1,Contact Owner,4000
44741,2,1300,1 out of 2,,"Gandhamguda, Bairagiguda",/-9 Hyderabad,Semi-Furnished,"Bac:he,lors/Family",2,Contact Owner,12000
44748,4,2520,,Carpet Area,Defence Colony Layout,India-) Hyderabad,Semi-Furnished,F\am=ily,5,Contact Owner,27000
44734,1,,2 out of 5,Super Area,,:-9 Hyderabad,Furnished,"Bachelor,s/Fa@mily",1,Contact Owner,10000
44687,2,200,Ground out of 2,Super Area,"Pathar Gatti, NH 7",India-% Hyderabad,Unfurnished,Bachelor_/s/Family,1,Contact Owner,10000
44693,2,1200.0Square Feet,Ground out of 1,Super Area,Upperpally,%-9 Hyderabad,Unfurnished,Bache>lors/Fam=ily,2,Contact Owner,10000
44749,3,1950,2 out of 5,Super Area,Toli Chowki,:-9 Hyderabad,Semi-Furnished,Bachelo|rs/Fam-ily,3,Contact Owner,18000
44752,1,500,2 out of 5,,Kondapur,|-9 Hyderabad,Semi-Furnished,Bachel>ors%,1,Contact Agent,14500
,1,,3 out of 3,,,India-] Hyderabad,Unfurnished,Bac^helo{rs/Family,3,Contact Owner,9000
44748,2,,1 out of 3,Super Area,Bandlaguda Jagir,India-[ Hyderabad,Furnished,Ba{\chelors/Family,,Contact Owner,14000
44714,2,242,,Super Area,"APHB Colony-Moula Ali, Moula Ali Road",,Unfurnished,,2,Contact Owner,18000
44744,2,720,5 out of 7,,"Pocharam, NH 2 2",}-9 Hyderabad,Semi-Furnished,Bac$helo\rs/Family,2,Contact Owner,9500
44722,3,1800,,,Nanakram Guda,India-_ Hyderabad,Unfurnished,/Bachelor$s,3,Contact Agent,49000
,1,450,1 out of 3,Super Area,"Chandulal bela colony, shahalibanda",@-9 Hyderabad,Semi-Furnished,Bachelors/$F]amily,,,9000
44687,,130,1 out of 1,Super Area,,:-9 Hyderabad,Unfurnished,Bac*hel+ors/Family,2,Contact Owner,130000
44714,2,690,2 out of 4,Super Area,New Malakpet,India-. Hyderabad,Unfurnished,Bachelors/Fam)il+y,2,Contact Owner,8000
44687,2,1000,2 out of 4,Super Area,Madhapur,,,"Bache;lors/Fam,ily",2,Contact Owner,13000
44687,3,1500,Ground out of 4,Super Area,Shivaji Nagar,India-| Hyderabad,Semi-Furnished,Bachelors)/Family<,2,Contact Owner,18000
44710,3,1150,Ground out of 6,Super Area,New Nallakunta,#-9 Hyderabad,Semi-Furnished,Bachelors/Fam{ily>,,Contact Owner,18000
44710,3,1783,1 out of 5,Super Area,Gopanapalli,India-= Hyderabad,Semi-Furnished,Ba{chelors/F@amily,2,Contact Owner,32000
44706,2,,1 out of 3,,Santosh Nagar,"""-9 Hyderabad",,Bachelors)/Family|,,Contact Owner,15000
44748,3,1725,2 out of 13,Super Area,,India-# Hyderabad,Furnished,,3,Contact Owner,35000
44706,1,680,,,Bapu Nagar-Langar Houz,<-9 Hyderabad,Unfurnished,Bachelor)s/Fam>ily,1,Contact Owner,6000
44718,,550,2 out of 3,,,^-9 Hyderabad,Semi-Furnished,Bachel*ors/(Family,1,Contact Owner,9000
44706,2,,1 out of 2,Super Area,"Jillelguda, Medbowli",,,"Bac,helors/Family$",2,Contact Owner,9500
44691,2,1450,,Super Area,"Arvind Nagar Colony, Toli Chowki",#-9 Hyderabad,Semi-Furnished,Bachelors/F*ami.ly,2,Contact Owner,12500
44687,2,1300,3 out of 3,Super Area,Madhapur,?-9 Hyderabad,Semi-Furnished,Bac;hel$ors/Family,2,Contact Owner,25000
44693,2,1450,2 out of 4,Super Area,Nagole,India-* Hyderabad,,"Bachelor<s/F""amily",2,Contact Owner,15000
44748,3,,10 out of 15,Carpet Area,Kondapur,India-{ Hyderabad,Semi-Furnished,Bache:lor*s,2,Contact Agent,38000
,,1850,1 out of 5,Super Area,Kompally,:-9 Hyderabad,Semi-Furnished,Famil{y\,2,,20000
44726,3,1600,2 out of 4,Carpet Area,Old Bowenpally,India-# Hyderabad,Semi-Furnished,Bache%lors/F)amily,3,Contact Owner,15000
44748,3,3500,3 out of 5,,Jubilee Hills,India-{ Hyderabad,Semi-Furnished,#Fam!ily,3,Contact Agent,130000
44750,3,1850,5 out of 6,Super Area,"Red Hills, Lakdikapul, NH 7",India-* Hyderabad,,Bachelo>rs/Fam.ily,3,Contact Owner,27000
44744,2,1210,3 out of 5,Super Area,Secunderabad,India-* Hyderabad,Unfurnished,B}ach=elors/Family,2,Contact Owner,16000
44718,2,1400,,Super Area,"Mallampet, Outer Ring Road",India-! Hyderabad,,,2,Contact Owner,13000
44716,,,Ground out of 4,Super Area,,India-? Hyderabad,Semi-Furnished,Bachelors/Fam&ily],2,Contact Owner,10000
44734,,878,3 out of 4,Super Area,Malkajgiri,India-# Hyderabad,Semi-Furnished,'Bachelors/Famil@y,2,Contact Owner,10000
44687,2,875,2 out of 6,Super Area,"Bolarum, Medchal Road",]-9 Hyderabad,Unfurnished,,2,Contact Owner,17000
,2,300,3 out of 4,Super Area,"Vanasthalipuram, NH 9",,Furnished,|Bachelors/Fa|mily,2,Contact Owner,12500
44726,3,1800,4 out of 5,Super Area,,=-9 Hyderabad,Furnished,Bachel#or&s/Family,3,Contact Owner,25000
44744,3,1956,1 out of 9,,"Miyapur, NH 9",@-9 Hyderabad,Semi-Furnished,Ba@chelo@rs,3,Contact Owner,35000
44706,2,800,2 out of 4,Super Area,"Kachiguda, NH 2 2",_-9 Hyderabad,Unfurnished,$B$achelors/Family,,Contact Owner,12000
44710,2,1175,,,Shamirpet,,Unfurnished,,2,Contact Owner,12000
44737,2,1080,,Super Area,Anupuram Colony,.-9 Hyderabad,Semi-Furnished,)B!achelors/Family,2,Contact Owner,15000
,3,1955,,Super Area,Kondapur,,Unfurnished,B>ache+lors,3.0 Bathrooms,Contact Agent,45000
44748,2,950,1 out of 5,Super Area,Masab Tank,_-9 Hyderabad,Unfurnished,Bache-l?ors/Family,2,Contact Owner,20000
44744,2,800,2 out of 3,Super Area,Mehdipatnam,,Unfurnished,,2,Contact Owner,15000
44687,,1090,2 out of 4,,"Hyder Shah Kote, Chevella Road",India-{ Hyderabad,Unfurnished,B&achelors/Fa\mily,2,Contact Owner,10000
44751,3,1450,2 out of 5,Carpet Area,Bandari Layout,--9 Hyderabad,,|Family\,3,Contact Owner,15000
44749,2,1070,3 out of 4,Carpet Area,,India-^ Hyderabad,Semi-Furnished,:Bachelo*rs/Family,2,Contact Owner,19800
,2,60,3 out of 5,Super Area,"Gulmohar Park Colony, Serilingampally",>-9 Hyderabad,Unfurnished,B^achelors/Family),2,Contact Owner,8500
44748,,3133,14 out of 14,Carpet Area,"Vittal Rao Nagar, Hitech City",India-> Hyderabad,Furnished,Fami|ly(,5,,130000
,,,2 out of 2,Carpet Area,in Trimulgherry,India-} Hyderabad,Unfurnished,Famil!y?,1,Contact Owner,8500
,1,60,1 out of 2,Super Area,"Hayathnagar, NH 9",[-9 Hyderabad,Semi-Furnished,Bach^elors/!Family,1,Contact Owner,4500
,,600,3 out of 4,Super Area,Kapra,India-\ Hyderabad,,Bac<helors]/Family,2,Contact Owner,9000
44752,1,750,,,Hyderaguda-Attapur,India-= Hyderabad,Semi-Furnished,F*amil#y,1,,13000
44748,2,900,2 out of 4,Super Area,Jubilee Hills,India-! Hyderabad,Unfurnished,Bachelor}s/Family^,2,Contact Owner,18000
,3,1800,2 out of 4,Carpet Area,filmnagar. hydrabad,India-/ Hyderabad,Semi-Furnished,Bachelors/Fam_il$y,3,Contact Owner,26000
44701,,470,3 out of 5,,Kondapur,!-9 Hyderabad,Furnished,Bachelor_s/Fa=mily,1,Contact Agent,17000
44687,,720,1 out of 3,Super Area,"Beeramguda, Ramachandra Puram, NH 9",India-' Hyderabad,Unfurnished,,2,Contact Owner,9000
44693,1,450,Ground out of 3,Super Area,"Somajiguda, NH 9",India-+ Hyderabad,,B;achelors/F*amily,1,Contact Owner,8000
44748,,600,7 out of 7,Super Area,Madhura Nagar-Nizampet,=-9 Hyderabad,Unfurnished,B_achelors/F@amily,2,Contact Owner,10000
44738,2,1100,1 out of 1,Super Area,"Hyder Shah Kote, Chevella Road",[-9 Hyderabad,Unfurnished,B%achelors//Family,2,Contact Owner,12000
44739,2,1300,3 out of 3,Super Area,IAS Colony,,Unfurnished,Bachelor#s/<Family,2,Contact Owner,14000
44737,,1500,,Super Area,Bowenpally,,Semi-Furnished,Bachelors/Fam$ily/,2,Contact Owner,25000
44747,2,1200,4 out of 8,Super Area,Gachibowli,*-9 Hyderabad,Furnished,Bache[lo(rs/Family,2,Contact Owner,22000
,4,3000,3 out of 4,Super Area,Hitech City,--9 Hyderabad,Semi-Furnished,Bachel/ors:/Family,4,Contact Owner,45000
44738,3,2000,1 out of 1,Carpet Area,Kapra,?-9 Hyderabad,Semi-Furnished,Bachel:ors/Fam+ily,3,Contact Owner,20000
44726,2,800,2 out of 4,,"Lakdikapul, NH 9",)-9 Hyderabad,Unfurnished,Ba!chelors/+Family,2,Contact Owner,16000
44750,3,1000,3 out of 6,,Nizampet,India-( Hyderabad,Semi-Furnished,B>achelor;s/Family,3,Contact Owner,35000
44693,2,1200,,Super Area,"Manikonda, Outer Ring Road",!-9 Hyderabad,,Bache>]lors/Family,2,Contact Owner,15000
,1,400,1 out of 2,Super Area,"Ramanthapur, NH 2 2",India-' Hyderabad,Unfurnished,Bachel'ors/%Family,1,,5500
44716,3,1250,4 out of 5,,"Somajiguda, NH 9",India-. Hyderabad,Unfurnished,B?achelo(rs,2,Contact Owner,35000
44746,1,700,5 out of 5,Carpet Area,"Chanda Naik Nagar, Madhapur",{-9 Hyderabad,Semi-Furnished,Bac.helors/Fami=ly,1,,14000
44748,,1100,1 out of 5,,"Alkapur Township, Hyderabad",&-9 Hyderabad,Furnished,,2,Contact Owner,25000
44718,4,2050,1 out of 3,Super Area,Sainikpuri,_-9 Hyderabad,,Bac!helors/Fam%ily,2,Contact Owner,36000
44748,2,1428,,Super Area,"Beeramguda, Ramachandra Puram, NH 9","India-"" Hyderabad",Semi-Furnished,Fam&il/y,2,Contact Agent,20000
44703,3,1700,3 out of 5,,"Ashok Nagar, Himayath Nagar",India-$ Hyderabad,Furnished,F(ami?ly,3,Contact Agent,30000
44744,2,,2 out of 5,Super Area,"Kismatpur, Outer Ring Road",India-= Hyderabad,Semi-Furnished,Fa@mil\y,2,Contact Owner,12000
44703,2,1000,2 out of 5,Super Area,,India-# Hyderabad,Semi-Furnished,Bac';helors/Family,2,Contact Agent,16000
,,,3 out of 5,Super Area,"Pragathi Nagar, Kukatpally",India-/ Hyderabad,Unfurnished,,2,Contact Owner,13000
44747,3,,3 out of 5,Carpet Area,sri sai arcade madinaguda,India-/ Hyderabad,Furnished,"Bachelo<rs/Family""",2,Contact Owner,22000
